Name,Beta,Jensen Alpha,Sharpe Ratio,Treynor Ratio,Tracking Error,AUM
Syailendra Sharia Index JII,0.971356,0.013425,0.061968,0.009988,0.013535,7940397123.810000
Batavia Proteksi Maxima 27,0.000000,0.000000,-1.444803,0.000000,0.020822,96005075283.000000
Cipta Value Equity,0.981715,0.009676,1.021475,0.135844,0.007372,5303832900.480000
REKSA DANA MANULIFE DANA SAHAM KELAS A,1.124546,-0.057712,0.761278,0.100065,-0.038857,3469272030160.189941
RHB Capital Protected Fund 54,0.000000,0.000000,-1.275360,0.000000,-0.005681,502294015269.169983
FWD Asset USD Balanced Plus Fund,0.626697,-0.105267,-0.125783,-0.016587,-0.161780,1396814.065540
MEGA DANA KAS SYARIAH,0.000000,0.000000,-3.953320,0.000000,-0.002564,10358400936.000000
Batavia Proteksi Ultima 21,0.000000,0.000000,-2.285619,0.000000,-0.003372,502113413898.909973
PRATAMA DANA CEMERLANG SAHAM,0.998392,-0.029913,0.870279,0.121424,-0.030157,68714202957.269997
REKSA DANA LAUTANDHANA MAXIMA INCOME FUND,0.852040,-0.029506,-2.054292,-0.062549,-0.025375,21709063953.259998
Syailendra Manta Dana Kas,0.000000,0.000000,-30.984457,0.000000,0.033129,211300764814.549988
RDT BNIAM Proteksi Rayshiva,0.000000,0.000000,-2.867315,0.000000,-0.030885,102130428629.350006
Eastspring Syariah Fixed Income Amanah Kelas B,0.348937,-0.003750,-1.307932,-0.038666,0.014427,381511884516.429993
BATAVIA DANA OBLIGASI UNGGULAN,0.257315,-0.006220,-1.650115,-0.052092,0.014515,804630134883.660034
Bahana Progressive Protected Fund 159,0.000000,0.000000,0.000000,0.000000,0.000026,656264759.220000
Recapital Balance Fund,0.195773,-0.056758,-0.796997,-0.138532,-0.178506,61790783331.070000
EMCO XII,0.000000,0.000000,-2.389720,0.000000,0.006187,268837515726.899994
SYARIAH BERBASIS SUKUK SHINHAN SUKUK SYARIAH,0.449205,0.026181,0.994288,0.030834,0.041300,1315800967100.250000
Danakita Investasi Fleksibel,0.162422,-0.020029,0.185846,0.028068,-0.146826,12087658751.030001
PNM AMANAH SYARIAH,0.319466,-0.000810,-0.434676,-0.030454,0.018190,20289792665.360001
BAHANA D OPTIMA PROTECTED FUND 55,0.000000,0.000000,-2.768897,0.000000,0.007411,224080762085.160004
Batavia Saham ESG Impact,1.103680,-0.033124,0.916459,0.121373,-0.017428,6176978011.000000
PRINCIPAL SMART EQUITY FUND,1.074295,-0.088517,0.535349,0.068989,-0.077270,11961222303.000000
PNM Terproteksi Investa 30,0.000000,0.000000,-5.090935,0.000000,-0.005387,14235684380.230000
Trimegah Obligasi Nusantara,1.275470,0.003093,-0.959417,-0.025494,-0.004598,1303614802033.909912
INSIGHT TERPROTEKSI 5,0.000000,0.000000,-1.365047,0.000000,-0.006936,45412228625.739998
Trimegah Terproteksi Futura XVI,0.000000,0.000000,-1.767385,0.000000,0.001238,109003398575.070007
Principal Prime Income Fund 4,0.191415,-0.099863,-2.386128,-0.549627,-0.077288,80223689315.649994
Mega Dana Kombinasi,0.440533,0.037160,1.372970,0.235737,-0.047535,148239033091.209991
MILLENIUM DYNAMIC EQUITY FUND,0.637631,-0.069611,0.257161,0.042213,-0.124468,31188686771.660000
BNP Paribas IDX30 Filantropi,1.173954,0.002695,1.164450,0.153681,0.029029,448449617781.380005
DANAREKSA PENDAPATAN PRIMA PLUS,0.870429,-0.061373,-3.237500,-0.098428,-0.057755,454280905168.520020
FWD ASSET BALANCED FUND,0.359358,-0.088062,-0.728334,-0.093669,-0.185046,15643656618.980000
Phillip MMF Dana Likuid,0.000000,0.000000,-9.867800,0.000000,0.024617,1020160893.820000
RHB SMILE FIXED INCOME FUND,0.055061,-0.086851,-2.451622,-1.605269,-0.060469,484635733398.359985
Prospera Saham SMC,1.001831,0.001287,1.108433,0.152669,0.001564,172772404752.160004
RHB Sharia Capital Protected Fund 2,0.000000,0.000000,-2.084210,0.000000,-0.010198,101811046659.800003
CAMPURAN VICTORIA JUPITER,0.453950,-0.204601,-1.552959,-0.299328,-0.287265,105341804581.279999
SYARIAH PACIFIC SAHAM SYARIAH II,0.035329,-0.038178,-0.175182,-1.084474,-0.034480,75015401586.869995
REKSA DANA PREMIER ETF INDONESIA SOVEREIGN BONDS,0.880989,-0.029887,-2.005799,-0.061844,-0.026564,35500842174.510002
SCHRODER DANA ISTIMEWA,1.030673,-0.141223,0.100235,0.014365,-0.136579,1186307205013.000000
Batavia Proteksi Ultima 2,0.000000,0.000000,-3.302948,0.000000,-0.021886,141944248187.820007
HPAM FLEXI PLUS,0.756389,-0.057680,0.403541,0.075128,-0.094559,60340956450.599998
SYARIAH SCHRODER GLOBAL SHARIA EQUITY FUND (USD),0.000000,0.000000,-0.285577,0.000000,0.043055,160397204.966040
PREMIER ETF INDONESIA STATE-OWNED COMPANIES,1.223411,-0.178893,0.035814,0.005160,-0.145072,694846258243.219971
Bahana Premium Protected Fund 134,0.000000,0.000000,-2.193705,0.000000,-0.009138,90010439428.259995
RD SIMAS PENDAPATAN TETAP ABDI UTAMA,0.320468,0.018264,0.679133,0.029074,0.037236,340345600607.070007
LAUTANDHANA SAHAM MAHADI,1.111268,-0.156002,0.081890,0.011003,-0.139158,29230837529.459999
Bahana Prima Pendapatan Tetap,0.343414,-0.018948,-1.740224,-0.083095,-0.000617,543240588.640000
Batavia Proteksi Maxima 16,0.000000,0.000000,-1.843758,0.000000,0.007681,184293389933.000000
Rencana Cerdas,1.092130,-0.013411,1.081346,0.139106,0.000537,106308727360.699997
Batavia Proteksi Ultima 1,0.000000,0.000000,-1.438668,0.000000,0.008119,7345526.820000
Mandiri Seri 206,0.000000,0.000000,-1.745364,0.000000,-0.006186,299026932876.909973
MAKARA PRIMA,0.847627,-0.011983,-1.542289,-0.042056,-0.007729,146174721328.230011
OPTIMA PENDAPATAN ABADI,0.457093,-0.079261,-4.016764,-0.202048,-0.063709,993070507.000000
MANDIRI SERI 79,0.000000,0.000000,-1.561421,0.000000,0.004649,50265421183.489998
SEQUIS PENDAPATAN STABIL,0.273323,-0.016913,-2.101642,-0.089797,0.003375,292876109795.979980
BNI-AM PROTEKSI LXIX,0.000000,0.000000,-1.994127,0.000000,0.004533,105970718872.100006
Mega Asset Terproteksi 6,0.000000,0.000000,-0.995227,0.000000,0.019911,171621741543.369995
MANDIRI INVESTA EQUITY ASEAN 5 PLUS,1.033738,-0.151620,0.037223,0.004713,-0.146512,303787477676.969971
Mandiri Seri 203,0.000000,0.000000,-1.585564,0.000000,-0.018178,241607437835.420013
BNI-AM Proteksi Pundarika,0.000000,0.000000,-1.888491,0.000000,-0.006085,105531080784.279999
RDT DANAREKSA TERPROTEKSI 36,0.000000,0.000000,-2.089097,0.000000,-0.024378,54447725795.370003
Principal Prime Income Fund 5,0.529288,-0.089443,-2.046309,-0.196906,-0.076301,120370929398.949997
Bahana Prime Income Bond Fund,0.438277,-0.018965,-2.264131,-0.071191,-0.003282,864793757191.449951
MANDIRI INVESTA EKUITAS SYARIAH,0.799531,0.158610,0.878660,0.194545,0.159378,14813625936.709999
Mandiri Investasi Obligasi Nasional,0.593315,-0.144548,-2.952970,-0.271546,-0.133193,114968741781.149994
PACIFIC FIXED INCOME,0.733762,-0.013668,-1.542707,-0.046546,-0.006234,27668138331.419998
Syailendra Strategic Income Fund,0.826405,0.008791,-0.576907,-0.017281,0.013638,780685616046.270020
PNM ETF Core LQ45,1.080047,-0.023161,0.990886,0.129940,-0.011043,12484861915.200001
MANULIFE OBLIGASI NEGARA INDONESIA II KELAS A,0.752096,-0.031871,-2.700117,-0.070296,-0.024950,2921210523592.240234
PINNACLE ENHANCED LIQUID ETF,1.145307,0.016085,1.256643,0.165429,0.038082,37077549645.940002
Insight Fund Cash (I-CASH),0.000000,0.000000,-11.024369,0.000000,0.004831,150359368754.059998
Avrist Proteksi Spirit 9,0.000000,0.000000,-1.018777,0.000000,0.008651,38566221180.260002
Manulife Syariah Sukuk Indonesia,0.115909,-0.073776,-5.754975,-0.664420,-0.049093,679202424555.260010
Mandiri Seri 215,0.000000,0.000000,-1.493640,0.000000,0.014970,130976637459.529999
PNM DANA SURAT BERHARGA NEGARA,0.449773,-0.014749,-0.964017,-0.060712,0.000612,10466517151.860001
HPAM ULTIMA OBLIGASI PLUS,0.999016,0.028281,0.013989,0.000390,0.028308,485832301296.859985
ARCHITAS DANA BERIMBANG,0.602408,-0.012892,0.982896,0.129984,-0.073081,68837714063.559998
MNC DANA DOLLAR,0.616197,-0.071339,-1.964388,-0.143692,-0.060624,355921.642520
UOBAM INDEKS BISNIS 27,1.175316,0.035279,1.390087,0.181401,0.061819,4361297902.480000
TRIMEGAH KAS SYARIAH,0.000000,0.000000,-26.104177,0.000000,0.036014,271056583768.820007
Mega Dana Terproteksi XIV,0.000000,0.000000,-1.224518,0.000000,0.002700,71924679452.369995
BNP Paribas Pasar Uang Brilian,0.000000,0.000000,-12.157667,0.000000,0.010149,452674195440.580017
BNI-AM Proteksi Angsana,0.000000,0.000000,-1.841910,0.000000,0.005742,157703635985.429993
Premier ETF Pefindo i-Grade,1.215937,0.019277,1.241100,0.167239,0.051967,16981571821.360001
RECAPITAL EQUITY,0.703852,-0.038456,0.668812,0.096748,-0.083288,122708063939.910004
Bahana Cash Management,0.000000,0.000000,-35.419163,0.000000,0.030338,549826650925.520020
PANIN IDX30 KELAS A,1.179567,0.009964,1.210992,0.159832,0.037148,704044757786.800049
Insight Sri Kehati Likuid I Sri Likuid,1.155376,0.023617,1.222136,0.171826,0.047139,161851953270.480011
BNI-AM Prioritas Lavender,0.000000,0.000000,-6.227312,0.000000,0.018635,200247154875.359985
MANDIRI INVESTA EKUITAS DINAMIS,1.056937,-0.146755,0.076061,0.012536,-0.138135,215963842310.890015
Batavia Proteksi Maxima 11,0.000000,0.000000,-2.342010,0.000000,-0.036441,85272122290.000000
Batavia Obligasi Negara,0.467753,-0.006745,-0.745902,-0.024887,-0.001173,0.000000
Bahana Protected Fund 211,0.000000,0.000000,-1.376080,0.000000,0.007253,157052434587.070007
CIMB Principal CPF CB XXIX,0.000000,0.000000,-3.109234,0.000000,-0.004880,96743017576.130005
Panin Dana Likuid Syariah,0.000000,0.000000,-28.385414,0.000000,0.026916,134035872305.990005
PREMIER ETF SRI-KEHATI,1.156200,0.051861,1.400462,0.196240,0.075508,568904263520.599976
Mandiri Seri 207,0.000000,0.000000,-1.733283,0.000000,0.003333,315455315901.609985
